id,datum_von,datum_bis,hoehe,lat,lon,name,bundesland,easting_utm,northing_utm
445,20050701,20220107,85,51.8218,11.711,Bernburg/Saale (Nord),Sachsen-Anhalt,273342.220109098,5746335.02760406
3560,20040301,20220107,230,50.3039,10.176,"Neustadt, Bad",Bayern,156536.930446275,5583557.86746641
3558,20061201,20220107,41,52.5,9.4941,Neustadt am R�benberge,Niedersachsen,126391.795478042,5830912.78193983
3571,20080301,20220107,452,49.8174,11.8638,Neustadt am Kulm-Filchendorf,Bayern,274406.354191467,5523047.90023765
2562,20090301,20220107,428,51.334,10.529,Helbed�ndorf-Keula,Th�ringen,188598.823411748,5696463.2792476
3509,20041001,20220107,78,53.102,13.0421,Menz,Brandenburg,368921.57467342,5885408.60068534
3513,19950901,20220107,845,50.5002,11.1344,Neuhaus am Rennweg,Th�ringen,225888.307242821,5601387.63926958
3525,20030429,20220107,460,49.2586,12.9601,Neukirchen bei Heiligen Blut,Bayern,351575.144495528,5458206.04084153
2600,20050301,20220107,193,49.7363,10.1781,Kitzingen,Bayern,152609.528287855,5520478.70988549
3536,20030429,20220107,420,49.2835,11.4525,Neumarkt/Oberpfalz,Bayern,242027.204487409,5465028.66793782
2597,19950901,20220107,282,50.224,10.0792,"Kissingen, Bad",Bayern,149060.196629763,5575131.68552475
2538,20050601,20220107,425,49.3658,11.6925,"Kastl, Kreis Amberg-Sulzbach",Bayern,259877.833979806,5473383.65657943
5573,20040315,20220107,358,49.5664,10.7404,Wilhelmsdorf/Mittelfranken,Bayern,192035.14054938,5499143.80572151
2541,20021101,20220107,452,50.5467,11.0317,Katzh�tte,Th�ringen,218884.733271162,5606940.45860748
5614,20040901,20190326,35,52.7582,11.2549,Winterfeld-Sallenthin,Sachsen-Anhalt,247311.164864909,5851951.32667255
2550,20060111,20220107,350,48.9244,11.85,Kelheim,Bayern,269268.328421571,5423835.30141128
5600,20040317,20220107,310,49.5141,10.4231,"Windsheim, Bad",Bayern,168748.199033114,5494680.99538392
5629,19950901,20220107,105,51.8892,12.6445,Wittenberg,Sachsen-Anhalt,337905.557273819,5751337.13241084
2556,20041101,20210401,460,49.8671,11.8807,Kemnath,Bayern,275851.894528857,5528521.505668
2662,20061201,20220107,59,52.5233,11.1261,K�ckte,Sachsen-Anhalt,237218.766122641,5826298.46983104
2673,20070801,20220107,52,52.133,11.7757,K�nigsborn,Sachsen-Anhalt,279335.280964875,5780734.84896763
2680,20050601,20220107,289,50.284,10.4456,"K�nigshofen, Bad",Bayern,175588.901766698,5580135.46530151
5548,20040701,20220107,680,49.032,12.5505,Wiesenfelden-Utzenzell,Bayern,320959.789834326,5433903.68989238
2700,20041201,20220107,416,48.8302,11.4872,K�sching,Bayern,242214.092581549,5414532.33663084
5546,19950901,20220107,187,52.1207,12.4585,Wiesenburg,Brandenburg,326008.277987065,5777509.69865966
2618,20041001,20220107,732,50.8458,10.4803,Kleiner Inselsberg,Th�ringen,181871.253429773,5642416.62007259
5555,20041101,20220107,43,52.2534,13.2361,Thyrow,Brandenburg,379596.976091256,5790688.3906683
2625,20040701,20220107,38,52.739,12.4984,Kle�en,Brandenburg,331120.345274012,5846172.10652174
5705,19950901,20220107,268,49.7704,9.9576,W�rzburg,Bayern,136985.573883509,5525313.15714088
2627,20040701,20220107,128,51.5554,13.8845,Klettwitz,Brandenburg,422665.104917187,5712180.0653931
2641,20040901,20220107,90,51.5185,12.9065,Klitzschen bei Torgau,Sachsen,354750.534048663,5709564.28794981
5643,20041101,20220107,68,53.1864,12.4949,Wittstock-Rote M�hle,Brandenburg,332621.752575733,5895936.53918338
2410,20180511,20180511,364,48.7111,11.5363,Ingolstadt (Flugplatz),Bayern,245214.174694232,5401130.94232574
2409,20090122,20220107,360,48.7662,11.4539,Ingolstadt (Flussmeisterstelle),Bayern,239439.163820133,5407533.24956728
5663,19950901,19951231,118,53.4618,13.6099,Woldegk,Mecklenburg-Vorpommern,407710.943394374,5924543.56376185
5676,20100901,20220107,82,52.3962,10.6892,Wolfsburg (S�dwest),Niedersachsen,206751.616771452,5813853.24225872
5684,20171101,20220107,40,52.2813,12.458,Wollin,Brandenburg,326600.530404319,5795369.53443809
5401,20050101,20220107,424,49.2717,12.7451,"Weiding, Kreis Cham-Dalking",Bayern,335976.142210608,5460106.60823198
2323,20060701,20220107,110,51.8529,9.4953,"Bevern, Kr. Holzminden",Niedersachsen,121000.429927353,5759014.92548711
5397,19950901,20220107,440,49.6662,12.1844,Weiden,Bayern,296833.72345798,5505325.07520782
2372,20070501,20220107,604,50.5466,12.5706,St�tzengr�n-Hundsh�bel,Sachsen,327883.841677705,5602225.33862012
5419,19961102,20070630,264,50.9751,11.3076,Weimar,Th�ringen,240804.203995779,5653548.30759903
5424,20070601,20220107,328,51.0177,11.3544,Weimar-Sch�ndorf,Th�ringen,244322.959544056,5658119.98141582
5335,20060801,20220107,348,50.8963,10.5484,Waltershausen,Th�ringen,187001.572439652,5647737.34762988
2503,19950901,20030502,487,50.6266,10.1455,Kaltennordheim,Th�ringen,156715.072316064,5619556.8921489
5371,19990320,20220107,921,50.4973,9.9427,Wasserkuppe,Hessen,141399.357576042,5606151.01671077
2531,20040701,20220107,32,53.1724,11.7491,Karst�dt/Prignitz,Brandenburg,282733.687261764,5896384.87972312
5395,20061101,20220107,340,50.7676,11.981,Harth-P�llnitz Neundorf,Th�ringen,287121.10583585,5628327.69965882
5382,20060501,20220107,39,52.5883,9.7386,Wedemark-Elze,Niedersachsen,143687.343560438,5839484.33596991
2438,20080401,20220107,41,53.4277,13.8166,Uckerland-Karlstein,Brandenburg,421370.241533488,5920502.52174768
2431,20041001,20220107,367,50.1337,10.9317,Itzgrund-Herreth,Bayern,209289.679519914,5561424.13271639
5490,19950901,20220107,233,51.8454,10.7686,Wernigerode,Sachsen-Anhalt,208575.151123365,5752312.18249018
5484,20040501,20220107,240,51.5835,10.709,Ellrich-Werna,Th�ringen,202757.807790341,5723443.74652446
2444,20040801,20220107,155,50.9251,11.583,Jena (Sternwarte),Th�ringen,259873.81714779,5647057.4606607
2958,20041001,20220107,204,51.0265,14.9357,Ostritz,Sachsen,495490.665631281,5652773.76222581
2985,19950901,20220107,321,50.9383,14.2094,Lichtenhain-Mittelndorf,Sachsen,444450.731903226,5643261.24165901
5440,19950901,20220107,439,49.0115,10.9308,Wei�enburg-Emetzheim,Bayern,202471.770649195,5436715.62813501
2992,20041101,20220107,495,50.5276,11.6604,Remptendorf,Th�ringen,263315.702851257,5602621.73383829
2997,20040701,20220107,47,51.9861,14.3044,Lieberose,Brandenburg,452232.174292866,5759720.67237408
2890,20060901,20220107,305,51.5957,10.463,"Lauterberg,Bad-Bartolfelde",Niedersachsen,185809.353386371,5725829.75868888
2925,19950901,20220107,356,51.3932,10.3123,Leinefelde,Th�ringen,173934.493963123,5703985.52910257
2932,19950901,20220107,131,51.4347,12.2396,Leipzig/Halle,Sachsen,308135.862896,5701782.01864469
2928,19970407,20220107,138,51.3151,12.4462,Leipzig-Holzhausen,Sachsen,322030.218219713,5687963.10376733
2951,20040601,20220107,20,53.1007,11.4864,Lenzen/Elbe,Brandenburg,264791.088278915,5889243.13962913
3034,20070101,20220107,496,50.4505,11.635,"Lobenstein, Bad",Th�ringen,261127.17658203,5594132.86932696
3080,20041001,20220107,521,50.5131,11.3664,Ludwigsstadt-Lauenstein,Bayern,242405.464710054,5601989.77613033
3083,20050101,20220107,57,51.9267,13.8797,L�bben-Blumenfelde,Brandenburg,422966.413906267,5753478.53214536
3093,19950901,20220107,16,52.9724,11.1374,L�chow,Niedersachsen,240668.144669749,5876183.53086039
3012,20041105,20220107,750,49.0315,13.3272,Lindberg-Buchenau,Bayern,377726.77867944,5432305.42741201
6129,20041101,20220107,291,51.0593,14.4266,Sohland/Spree,Sachsen,459816.201573668,5656575.7030399
3015,19950901,20220107,98,52.2085,14.118,Lindenberg,Brandenburg,439732.519628089,5784595.17502638
6109,20040901,20220107,50,53.3837,14.3728,Grambow-Schwennenz,Mecklenburg-Vorpommern,458282.722526651,5915138.64729744
6161,20041001,20220107,311,48.7577,13.0134,Osterhofen-Thundorf,Bayern,353995.328441936,5402424.63985879
2750,20051101,20220107,310,50.2524,11.3209,Kronach,Bayern,237745.423944478,5573172.23850352
2704,20040501,20220107,76,51.7511,12.0094,K�then (Anhalt),Sachsen-Anhalt,293578.833841627,5737587.83140283
5763,20050201,20220107,141,51.238,11.8295,Freyburg/Unstrut-Zeuchfeld,Sachsen-Anhalt,278691.724098347,5681068.6359331
2709,20041101,20220107,230,49.9164,10.2363,Kolitzheim,Bayern,158075.179926712,5540222.62735101
5762,20090301,20220107,83,53.0704,10.8831,Zernien,Niedersachsen,224228.892384368,5888027.73115855
5779,19950901,20220107,877,50.7314,13.7516,Zinnwald-Georgenfeld,Sachsen,411896.847816963,5620699.3828017
5797,20051201,20220107,349,50.6879,12.4329,Lichtentanne,Sachsen,318673.777023428,5618262.94832725
5814,20060901,20220107,321,51.5504,11.403,Mansfeld-Annarode,Sachsen-Anhalt,250634.932283969,5717168.08354333
2733,20041101,20220107,46,52.7277,13.0121,Kremmen-Gro� Ziethen,Brandenburg,365760.639513038,5843833.55584669
5800,19950901,20220107,615,49.028,13.2385,Zwiesel,Bayern,371234.500519548,5432063.12861282
5729,20050801,20220107,6,52.7606,14.2174,Wustrow,Brandenburg,447189.817392243,5845926.93001796
2860,20041201,20220107,371,49.5076,10.7885,Langenzenn,Bayern,195145.630527393,5492413.48872047
2856,20040701,20220107,91,51.9173,13.0878,Langenlipsdorf,Brandenburg,368490.481141041,5753567.77841185
2878,20170801,20220107,117,51.3909,11.8786,"Lauchst�dt, Bad",Sachsen-Anhalt,282841.865303511,5697920.24908164
5745,20040601,20220107,51,52.9664,13.3268,Zehdenick,Brandenburg,387628.145456986,5869842.78971202
2884,20100101,20220107,310,49.5042,11.2736,Lauf/Pegnitz (Kl�ranlage),Bayern,230233.165022695,5490183.22933683
5750,20060301,20220107,264,51.0314,12.1495,Zeitz,Sachsen-Anhalt,300133.772180846,5657183.60730644
2794,19950901,20220107,40,52.9363,12.4093,Kyritz,Brandenburg,325897.573756634,5868326.29036922
5943,20070101,20220107,460,50.8377,14.0719,Rosenthal-Bielatal,Sachsen,434649.232661718,5632187.17313049
2839,20061201,20220107,210,51.9262,10.3461,Langelsheim-Astfeld,Niedersachsen,180066.388570428,5763068.62790452
1691,19950901,20220107,167,51.5002,9.9507,G�ttingen,Niedersachsen,149617.940042881,5717548.115576
5825,20040501,20220107,40,52.6198,12.7867,Berge,Brandenburg,350172.891317973,5832277.8077898
1735,20050301,20220107,628,48.7894,13.629,Grainet-Rehberg,Bayern,399300.751483554,5404951.24399018
1721,20061001,20220107,506,49.664,11.2239,Gr�fenberg-Kasberg,Bayern,227528.467951773,5508122.44797986
1744,20041201,20220107,139,51.5718,14.4763,Graustein,Brandenburg,463705.810714052,5713544.2749253
5854,20050901,20220107,24,53.6557,13.5369,Friedland,Mecklenburg-Vorpommern,403307.953988836,5946210.27736851
1612,19950901,20220107,311,50.8812,12.1289,Gera-Leumnitz,Th�ringen,298039.203087227,5640541.35500355
4790,20060301,20220107,98,52.2054,9.5668,Springe,Niedersachsen,128856.123450464,5797807.71343593
4763,20041001,20220107,265,51.0607,9.9266,Sontra,Hessen,144563.913320671,5668829.42083948
4801,20031009,20190923,460,50.007,11.2052,Stadelhofen,Bayern,228111.753328644,5546311.65488743
4818,20041001,20220107,597,50.1531,11.7402,Stammbach-Querenbach,Bayern,267144.802505657,5560741.48066701
4816,20041007,20220107,390,49.0568,12.6395,Stallwang,Bayern,327550.320514882,5436453.99726122
1689,20040701,20220107,441,49.7656,11.3062,G��weinstein,Bayern,234021.730272323,5519118.9617864
1684,19950901,20220107,239,51.1621,14.9506,G�rlitz,Sachsen,496545.714310274,5667852.43190403
1801,20040701,20220107,31,52.4169,12.8006,Gro� Kreutz-Krielow,Brandenburg,350426.014173378,5809684.20131922
1810,20140701,20220107,56,52.9094,13.5371,Schorfheide-Gro� Sch�nebeck,Brandenburg,401621.755055334,5863194.0200925
4752,19950901,20080630,626,50.3746,11.1828,Sonneberg-Neufang,Th�ringen,228601.328759657,5587249.87906812
1832,20000816,20220107,1436,49.1129,13.1338,Gro�er Arber,Bayern,363813.623704389,5441683.4621225
4748,20041101,20101231,221,51.352,10.9059,Sondershausen,Th�ringen,214951.114044395,5696929.65859922
1830,20041101,20110121,270,50.5455,9.5175,Gro�enl�der-Kleinl�der,Hessen,111663.204173484,5613650.44335739
4911,19961024,20220107,351,48.8275,12.5597,Straubing,Bayern,320901.87995665,5411151.79939711
1770,20061001,20220107,38,52.4233,11.966,Tangerh�tte-Grieben,Sachsen-Anhalt,293709.197897635,5812451.06644545
4912,20060701,20220107,81,52.5884,13.9289,Strausberg,Brandenburg,427437.468156015,5827023.77330573
1793,20060801,20220107,104,51.8806,11.465,Hecklingen-Gro� B�rnecke,Sachsen-Anhalt,256711.86972693,5753666.12950192
1473,20060101,20190301,414,49.1869,11.308,Freystadt-Michelbach,Bayern,230996.663408026,5454796.68631585
1497,20041201,20220107,75,53.0238,13.7088,Friedrichswalde,Brandenburg,413396.766363511,5875697.72170208
1511,20041006,20220107,400,48.5587,12.5719,Marklkofen (Betriebsstelle Vilstalsee),Bayern,320845.540665874,5381246.95672021
4878,20050201,20220107,504,51.6646,10.8811,Oberharz am Brocken-Stiege,Sachsen-Anhalt,215183.465434032,5731771.51148762
1526,20041101,20220107,242,50.5668,9.6533,Fulda-Horas,Hessen,121447.743299283,5615313.3190446
1411,20070101,20220107,747,50.5309,10.0479,Birx/Rh�n,Th�ringen,149104.888821894,5609380.67479736
1435,20021101,20220107,768,50.5921,10.8575,Ilmenau-Frauenwald,Th�ringen,206830.696144572,5612661.52259873
4601,20070801,20220107,28,52.6797,9.6524,Essel,Niedersachsen,138609.636911796,5850069.66510261
4605,20041101,20220107,277,50.6441,11.1936,Schwarzburg,Th�ringen,230906.983636049,5617164.72282283
4603,20040423,20220107,188,49.7975,10.2191,Schwarzach/Main (Kl�rwerk),Bayern,155996.406861174,5527089.73410213
1441,20150401,20220107,416,50.9263,13.2711,Freiberg,Sachsen,378495.460096864,5643052.59496733
14138,20090915,20151231,73,52.1655,14.1224,Falkenberg (Grenzschichtmessfeld),Brandenburg,439975.290665763,5779808.93029579
4618,20041101,20220107,30,52.747,11.9792,Schwarzholz,Sachsen-Anhalt,296115.132791194,5848406.79329061
1458,20050401,20220107,492,49.5747,11.8859,Freihung-Gro�sch�nbrunn,Bayern,274876.518541307,5496005.01536411
1587,19960830,20220107,536,48.9481,11.4289,Gelbelsee,Bayern,238552.596953641,5427834.33923231
15832,20190107,20220107,88,52.3334,10.803,Glentorf Pegel,Niedersachsen,214083.774097791,5806416.80658074
4566,20040501,20130901,46,52.9738,12.1115,Schrepkow,Brandenburg,306056.900792973,5873260.38172015
15834,20190108,20220107,93,52.1014,10.1163,Holle Kl�ranlage,Niedersachsen,165588.835598048,5783574.58548639
15839,20190107,20220107,75,52.1356,9.762,Poppenburg,Niedersachsen,141619.243692379,5789068.82368668
4592,20051201,20220107,356,49.3278,12.0871,Schwandorf,Bayern,288358.470347981,5467978.81026533
1607,20021101,20220107,344,49.1934,11.0267,Georgensgm�nd,Bayern,210543.421719163,5456558.00148752
1605,19950901,20220107,35,52.3875,12.1602,Genthin,Sachsen-Anhalt,306754.114891754,5807933.4929071
4599,20050101,20220107,331,49.3425,11.1077,Wendelstein-Kleinschwarzenlohe,Bayern,217297.264726916,5472820.84057139
1544,19950901,20220107,47,52.5129,11.3942,Gardelegen,Sachsen-Anhalt,255340.704226153,5824199.1801232
1542,20040122,20220107,498,48.4327,12.5714,Gangkofen (Kl�ranlage),Bayern,320363.839955487,5367244.06051694
4694,20060104,20220107,380,48.7629,11.843,Siegenburg (Kl�ranlage),Bayern,268010.274731619,5405907.52761477
1573,20060101,20220107,281,50.7133,9.9539,Geisa,Th�ringen,143830.843941527,5630097.05671182
1578,20040601,20201001,395,48.6516,11.5845,Geisenfeld-Eichelberg,Bayern,248462.764571574,5394358.37923227
2174,20101101,20220107,238,51.6255,10.3695,Herzberg,Niedersachsen,179547.850668668,5729548.09875831
4637,20080801,20220107,31,52.5404,13.1243,Staaken,Brandenburg,372794.366812569,5822798.85885144
2171,19950901,20220107,272,50.852,9.7377,"Hersfeld, Bad",Hessen,129678.827306237,5646572.12431391
4642,19950901,20220107,21,52.8911,11.7297,Seehausen,Sachsen-Anhalt,280009.582975139,5865165.61494718
2175,20061101,20220107,340,51.689,10.357,Herzberg-Lonau,Niedersachsen,179132.732025832,5736659.95379665
4651,20041101,20220107,186,51.904,10.1885,Seesen,Niedersachsen,169074.713006711,5761307.32236793
15840,20190107,20220107,77,52.1887,10.3696,Salzgitter-Lebenstedt Kl�ranlage,Niedersachsen,183544.41799595,5792138.37648779
15845,20190107,20220107,68,52.8981,10.4438,Suderburg,Niedersachsen,193600.277241643,5870660.34582463
15843,20190107,20220107,144,51.863,10.0662,Seboldshausen,Niedersachsen,160358.664154927,5757315.31563724
2119,20030427,20191023,650,50.238,11.7033,Helmbrechts,Bayern,264927.073870233,5570294.44881769
2152,20040901,20220107,380,51.0423,10.1469,Herleshausen-Archfeld,Hessen,159854.865767496,5665742.81057299
2278,20041201,20220107,131,51.764,13.47,Hohenbucko,Brandenburg,394416.151571402,5735897.56572735
2274,20041101,20220107,518,50.092,12.2134,Hohenberg/Eger,Bayern,300687.720888574,5552578.97763812
5142,19950901,20220107,1,53.7444,14.0697,Ueckerm�nde,Mecklenburg-Vorpommern,438647.122841593,5955485.75800832
5148,20060701,20220107,60,52.4588,10.1888,Uetze,Niedersachsen,173194.730922706,5822960.1367977
2294,20040701,20220107,468,48.6572,12.0887,Hohenthann,Bayern,285614.336199086,5393440.31875945
5146,20040601,20220107,50,52.9414,10.5289,Uelzen,Niedersachsen,199620.188551679,5875112.91732437
5149,20050101,20220107,306,49.5741,10.1915,Gollhofen,Bayern,152419.018986486,5502393.93606284
5158,19950901,20220107,162,52.1601,11.1759,Ummendorf,Sachsen-Anhalt,238459.008770527,5785742.50997428
14301,20100625,20220107,415,48.73,13.2741,Eging am See-Rohrbachholz,Bayern,373084.855502696,5398878.78183354
5285,20041101,20220107,501,49.618,12.4895,Waidhaus-Pfrentsch,Bayern,318667.509083137,5499186.65203888
2233,20040801,20220107,446,50.404,11.8193,Hirschberg,Th�ringen,273986.139188531,5588387.14297323
2252,20050701,20220107,270,50.899,14.7457,Bertsdorf-H�rnitz,Sachsen,482117.170345913,5638624.20167786
5303,20040901,20220107,723,49.936,12.0935,Waldershof-Schafbruck,Bayern,291438.527427686,5535565.06294773
2261,19991202,20220107,565,50.3123,11.876,Hof,Bayern,277585.957826242,5578022.74818471
1900,20060103,20220107,450,48.4522,12.1549,Vilsheim-M�nchsdorf,Bayern,289639.98526147,5370472.68066683
5230,20041001,20220107,462,48.4527,12.3382,Vilsbiburg,Bayern,303193.483643814,5370040.48037734
1957,19950901,20150323,93,51.5138,11.9499,Halle-Kr�llwitz,Sachsen-Anhalt,288370.624876923,5711375.0207996
1846,20060302,20211230,344,48.6773,12.6207,Pilsting-B�ckerm�hle,Bayern,324856.894206826,5394315.559827
5013,20070712,20220107,350,49.2187,12.0624,Teublitz (Kl�ranlage),Bayern,286092.508155621,5455922.00921767
1848,20061101,20220107,118,51.309,12.1718,Markranst�dt-Gro�lehna,Sachsen,302884.844630885,5687986.3732823
5023,20021101,20220107,417,49.0871,11.2236,Thalm�ssing,Bayern,224294.808311396,5444009.29751901
1847,20080401,20220107,92,51.2743,12.0517,Wei�enfels-Wengelsdorf,Sachsen-Anhalt,294360.848360017,5684458.085202
5017,20051101,20220107,633,50.4002,11.3888,Teuschnitz,Bayern,243382.317874773,5589363.19798854
5034,20060301,20220107,513,49.9842,11.4008,Thurnau-Tannfeld,Bayern,242000.624656512,5543083.93153076
5046,20080301,20220107,501,49.8576,12.3542,Tirschenreuth-Loderm�hl,Bayern,309835.122914838,5526155.7663323
1869,19950901,20220107,56,53.3153,13.9338,Gr�now,Brandenburg,428970.446281501,5907875.99998564
5036,20060106,20220107,470,49.4038,12.6062,Treffelstein-Witzelsm�hle,Bayern,326338.891801413,5475101.23826113
2044,19950901,20220107,404,51.652,11.1366,Harzgerode,Sachsen-Anhalt,232770.376958957,5729404.35093603
4978,20021101,20220107,395,50.639,10.0228,Tann/Rh�n,Hessen,148135.368350485,5621511.32462907
2039,20061101,20220107,201,51.9002,10.5699,"Harzburg, Bad",Niedersachsen,195267.811433136,5759217.28536738
4958,20050301,20220107,333,50.2417,10.567,Sulzdorf an der Lederhecke,Bayern,183952.791907598,5574912.14682408
4984,20041101,20220107,48,53.2252,14.33,Hohenreinkendorf,Brandenburg,455270.646664513,5897532.13287566
4982,20041101,20220107,532,50.6074,12.939,Tannenberg,Sachsen,354169.510924416,5608195.13840476
2066,20021101,20220107,257,50.7383,9.6608,Haunetal-Wehrda,Hessen,123355.532508024,5634328.95609312
2064,20050101,20220107,449,49.184,10.8243,Haundorf-Obererlbach,Bayern,195744.500234686,5456308.24160095
